sample_id,human_label,human_confidence,human_notes,annotator_a_label,annotator_b_label,source_file,source_line,summary
DV001,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:43:33.810742/failure_records.jsonl,608,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 16, 'north': 27, 'west': 29, 'noop': 25, 'east': 3, 'south': 2} | Load action counts by agent: [12, 4] | Mean absolute state change: 0.030000 | State variation: 1.758950"
DV119,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:42:46.689266/failure_records.jsonl,719,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 76, 'north': 11, 'south': 28, 'east': 37, 'noop': 1} | Load action counts by agent: [22, 26, 28] | Mean absolute state change: 0.042222 | State variation: 2.641374"
DV120,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 13:35:01.919796/failure_records.jsonl,1344,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 7, 'noop': 22, 'load': 56, 'west': 13, 'east': 4} | Load action counts by agent: [31, 25] | Mean absolute state change: 0.033333 | State variation: 1.924325"
DV121,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,500,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 5, 'load': 34, 'west': 103, 'south': 7, 'north': 4} | Load action counts by agent: [5, 16, 13] | Mean absolute state change: 0.028889 | State variation: 2.487158"
DV122,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,1031,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 125, 'noop': 3, 'load': 19, 'west': 3, 'east': 3} | Load action counts by agent: [3, 7, 9] | Mean absolute state change: 0.018889 | State variation: 2.868823"
DV123,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,485,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 110, 'load': 23, 'south': 12, 'north': 4, 'east': 4} | Load action counts by agent: [4, 7, 12] | Mean absolute state change: 0.037778 | State variation: 2.718593"
DV124,insufficient_cooperation,3,Adjudicated to annotator A on semantic ambiguity.,insufficient_cooperation,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,991,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 122, 'load': 15, 'west': 6, 'east': 5, 'north': 2, 'noop': 3} | Load action counts by agent: [4, 10, 1] | Mean absolute state change: 0.028889 | State variation: 2.776121"
DV125,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,1026,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 7, 'south': 113, 'load': 23, 'east': 7, 'noop': 2, 'north': 1} | Load action counts by agent: [13, 4, 6] | Mean absolute state change: 0.032222 | State variation: 2.688692"
DV126,insufficient_cooperation,3,Adjudicated to annotator A on semantic ambiguity.,insufficient_cooperation,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,1047,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 117, 'load': 20, 'noop': 3, 'west': 2, 'east': 10, 'north': 1} | Load action counts by agent: [4, 15, 1] | Mean absolute state change: 0.027778 | State variation: 2.784277"
DV127,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,322,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 69, 'west': 17, 'load': 40, 'east': 21, 'north': 4, 'noop': 2} | Load action counts by agent: [7, 12, 21] | Mean absolute state change: 0.047778 | State variation: 2.639020"
DV128,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,300,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 2, 'east': 15, 'south': 92, 'west': 12, 'load': 29, 'north': 3} | Load action counts by agent: [9, 17, 3] | Mean absolute state change: 0.042222 | State variation: 2.918813"
DV129,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,1054,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 31, 'east': 9, 'south': 106, 'noop': 1, 'north': 2, 'west': 4} | Load action counts by agent: [9, 17, 5] | Mean absolute state change: 0.027778 | State variation: 2.836468"
DV130,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,33,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 7, 'load': 35, 'west': 16, 'noop': 61, 'east': 16, 'north': 18} | Load action counts by agent: [6, 20, 9] | Mean absolute state change: 0.047778 | State variation: 2.612532"
DV131,insufficient_cooperation,3,Adjudicated to annotator A on semantic ambiguity.,insufficient_cooperation,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,1016,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 15, 'east': 6, 'south': 128, 'noop': 1, 'west': 3} | Load action counts by agent: [9, 2, 4] | Mean absolute state change: 0.020000 | State variation: 2.896144"
DV132,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,1015,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 4, 'south': 118, 'load': 26, 'west': 4, 'noop': 1} | Load action counts by agent: [9, 4, 13] | Mean absolute state change: 0.027778 | State variation: 3.003569"
DV133,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,986,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 9, 'load': 28, 'south': 98, 'west': 13, 'noop': 3, 'north': 2} | Load action counts by agent: [14, 10, 4] | Mean absolute state change: 0.031111 | State variation: 2.888048"
DV134,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,1036,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 5, 'south': 131, 'east': 4, 'load': 12, 'noop': 1} | Load action counts by agent: [1, 5, 6] | Mean absolute state change: 0.025556 | State variation: 2.475774"
DV135,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,293,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 11, 'south': 93, 'west': 12, 'load': 32, 'noop': 4, 'north': 1} | Load action counts by agent: [15, 13, 4] | Mean absolute state change: 0.042222 | State variation: 2.785458"
DV136,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,523,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 4, 'west': 113, 'noop': 1, 'load': 30, 'south': 5} | Load action counts by agent: [16, 9, 5] | Mean absolute state change: 0.018889 | State variation: 2.601754"
DV137,insufficient_cooperation,3,Adjudicated to annotator A on semantic ambiguity.,insufficient_cooperation,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,1024,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 3, 'south': 126, 'load': 16, 'west': 7, 'noop': 1} | Load action counts by agent: [12, 1, 3] | Mean absolute state change: 0.028889 | State variation: 2.811012"
DV138,insufficient_cooperation,3,Adjudicated to annotator A on semantic ambiguity.,insufficient_cooperation,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,1011,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 127, 'noop': 1, 'west': 6, 'load': 17, 'east': 2} | Load action counts by agent: [9, 2, 6] | Mean absolute state change: 0.027778 | State variation: 2.924805"
DV139,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,1033,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 3, 'west': 8, 'south': 129, 'east': 4, 'load': 9} | Load action counts by agent: [4, 4, 1] | Mean absolute state change: 0.030000 | State variation: 2.787592"
DV140,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:35:50.119223/failure_records.jsonl,458,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 44, 'south': 37, 'west': 1, 'north': 3, 'noop': 13, 'load': 4} | Load action counts by agent: [0, 4] | Mean absolute state change: 0.035000 | State variation: 2.437746"
DV141,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:41:00.045290/failure_records.jsonl,121,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 76, 'east': 3, 'south': 3, 'load': 2, 'west': 17, 'noop': 1} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.040000 | State variation: 1.742762"
DV142,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,325,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 46, 'south': 48, 'north': 4, 'load': 2, 'noop': 2} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.046667 | State variation: 2.087338"
DV143,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,362,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 41, 'load': 5, 'south': 47, 'north': 2, 'noop': 7} | Load action counts by agent: [0, 5] | Mean absolute state change: 0.028333 | State variation: 2.396307"
DV144,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,387,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 3, 'east': 38, 'south': 53, 'load': 1, 'noop': 6, 'north': 1} | Load action counts by agent: [0, 1] | Mean absolute state change: 0.035000 | State variation: 2.372283"
DV145,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:09:46.219409/failure_records.jsonl,108,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 51, 'east': 26, 'noop': 18, 'load': 6, 'west': 1} | Load action counts by agent: [0, 6] | Mean absolute state change: 0.026667 | State variation: 2.235200"
